Kód produktu;Název;Nákupní cena;Prodejní cena;Mare Kè;Mare %;Multishop
156052/279595;Kovovı zip No 5 délka 12 cm (jeansovı);62.6;76.6;14.0;18.28;20
156052/279596;Kovovı zip No 5 délka 12 cm (jeansovı);62.6;76.6;14.0;18.28;20
156053/279594;Kovovı zip No 5 délka 12 cm (jeansovı);156.5;172.1;15.6;9.06;10
156053/279595;Kovovı zip No 5 délka 12 cm (jeansovı);156.5;172.1;15.6;9.06;10
156053/279596;Kovovı zip No 5 délka 12 cm (jeansovı);156.5;172.1;15.6;9.06;10
156048/279619;Kovovı zip No 5 délka 14 cm (jeansovı);5.88;11.1;5.22;47.03;45
156048/279620;Kovovı zip No 5 délka 14 cm (jeansovı);7.19;13.5;6.31;46.74;45
156048/279621;Kovovı zip No 5 délka 14 cm (jeansovı);6.53;12.3;5.77;46.91;45
156049/279619;Kovovı zip No 5 délka 14 cm (jeansovı);58.8;71.9;13.1;18.22;20
156049/279620;Kovovı zip No 5 délka 14 cm (jeansovı);71.9;87.9;16.0;18.2;20
156049/279621;Kovovı zip No 5 délka 14 cm (jeansovı);65.3;79.9;14.6;18.27;20
156050/279619;Kovovı zip No 5 délka 14 cm (jeansovı);179.75;197.5;17.75;8.99;10
156050/279620;Kovovı zip No 5 délka 14 cm (jeansovı);179.75;197.5;17.75;8.99;10
156050/279621;Kovovı zip No 5 délka 14 cm (jeansovı);179.75;197.5;17.75;8.99;10
156045/279600;Kovovı zip No 5 délka 16 cm (jeansovı);6.81;12.8;5.99;46.8;45
156045/279601;Kovovı zip No 5 délka 16 cm (jeansovı);6.81;12.8;5.99;46.8;45
156045/279602;Kovovı zip No 5 délka 16 cm (jeansovı);6.81;12.8;5.99;46.8;45
156046/279600;Kovovı zip No 5 délka 16 cm (jeansovı);68.1;83.3;15.2;18.25;20
156046/279601;Kovovı zip No 5 délka 16 cm (jeansovı);68.1;83.3;15.2;18.25;20
156046/279602;Kovovı zip No 5 délka 16 cm (jeansovı);68.1;83.3;15.2;18.25;20
156047/279600;Kovovı zip No 5 délka 16 cm (jeansovı);170.25;187.3;17.05;9.1;10
156047/279601;Kovovı zip No 5 délka 16 cm (jeansovı);170.25;187.3;17.05;9.1;10
156047/279602;Kovovı zip No 5 délka 16 cm (jeansovı);170.25;187.3;17.05;9.1;10
156057/279625;Kovovı zip No 5 délka 20 cm;6.53;27.6;21.07;76.34;75
156057/279626;Kovovı zip No 5 délka 20 cm;8.09;15.2;7.11;46.78;45
156057/279627;Kovovı zip No 5 délka 20 cm;7.35;13.8;6.45;46.74;45
156058/279625;Kovovı zip No 5 délka 20 cm;66.2;80.8;14.6;18.07;20
156058/279626;Kovovı zip No 5 délka 20 cm;80.9;98.9;18.0;18.2;20
156058/279627;Kovovı zip No 5 délka 20 cm;73.5;89.9;16.4;18.24;20
156059/279625;Kovovı zip No 5 délka 20 cm;163.25;179.7;16.45;9.15;10
156059/279626;Kovovı zip No 5 délka 20 cm;202.25;222.3;20.05;9.02;10
156059/279627;Kovovı zip No 5 délka 20 cm;183.75;202.1;18.35;9.08;10
156023/279540;Krojová vzorovka šíøe 18 mm;440.4;755.0;314.6;41.67;40
156023/279541;Krojová vzorovka šíøe 18 mm;440.4;755.0;314.6;41.67;40
156023/279542;Krojová vzorovka šíøe 18 mm;440.4;755.0;314.6;41.67;40
156024/279540;Krojová vzorovka šíøe 18 mm;880.8;1094.8;214.0;19.55;20
156024/279541;Krojová vzorovka šíøe 18 mm;880.8;1094.8;214.0;19.55;20
156024/279542;Krojová vzorovka šíøe 18 mm;880.8;1094.8;214.0;19.55;20
156025/279543;Krojová vzorovka šíøe 15 mm;266.76;457.4;190.64;41.68;40
156025/279544;Krojová vzorovka šíøe 15 mm;266.76;457.4;190.64;41.68;40
156026/279543;Krojová vzorovka šíøe 15 mm;533.52;663.4;129.88;19.58;20
156026/279544;Krojová vzorovka šíøe 15 mm;533.52;663.4;129.88;19.58;20
156001/279441;Krojová vzorovka šíøe 70 mm;71.15;122.0;50.85;41.68;40
156002/279441;Krojová vzorovka šíøe 70 mm;853.8;1061.1;207.3;19.54;20
156004/279442;Krojová vzorovka šíøe 10 cm;47.92;65.9;17.98;27.28;25
156005/279442;Krojová vzorovka šíøe 10 cm;239.6;263.5;23.9;9.07;10
155021/278110;Dárkovı pytlík s metalickım efektem 13x18 cm;12.71;30.7;17.99;58.6;60
155021/278116;Dárkovı pytlík s metalickım efektem 13x18 cm;12.71;30.7;17.99;58.6;60
155021/278236;Dárkovı pytlík s metalickım efektem 13x18 cm;12.71;30.7;17.99;58.6;60
155022/278110;Dárkovı pytlík s metalickım efektem 13x18 cm;127.1;199.7;72.6;36.35;35
155022/278116;Dárkovı pytlík s metalickım efektem 13x18 cm;127.1;199.7;72.6;36.35;35
155022/278236;Dárkovı pytlík s metalickım efektem 13x18 cm;127.1;199.7;72.6;36.35;35
155023/278110;Dárkovı pytlík s metalickım efektem 13x18 cm;381.3;419.3;38.0;9.06;10
155023/278116;Dárkovı pytlík s metalickım efektem 13x18 cm;381.3;419.3;38.0;9.06;10
155023/278236;Dárkovı pytlík s metalickım efektem 13x18 cm;381.3;419.3;38.0;9.06;10
155689/279245;Letní šátek / šála;100.79;172.8;72.01;41.67;40
155689/279246;Letní šátek / šála;143.0;0.0;-143.0;0;0
155689/279247;Letní šátek / šála;100.79;172.8;72.01;41.67;40
155689/279248;Letní šátek / šála;143.0;0.0;-143.0;0;0
155689/279249;Letní šátek / šála;143.0;0.0;-143.0;0;0
155689/279250;Letní šátek / šála;100.79;172.8;72.01;41.67;40
155689/279251;Letní šátek / šála;143.0;0.0;-143.0;0;0
155689/279252;Letní šátek / šála;100.79;172.8;72.01;41.67;40
155689/279253;Letní šátek / šála;143.0;0.0;-143.0;0;0
155689/279254;Letní šátek / šála;143.0;0.0;-143.0;0;0
155689/279255;Letní šátek / šála;143.0;0.0;-143.0;0;0
155689/279256;Letní šátek / šála;143.0;0.0;-143.0;0;0
155689/291694;Letní šátek / šála;100.79;172.8;72.01;41.67;40
155689/291695;Letní šátek / šála;100.79;172.8;72.01;41.67;40
155689/291696;Letní šátek / šála;100.79;172.8;72.01;41.67;40
155689/291697;Letní šátek / šála;100.79;172.8;72.01;41.67;40
155689/291698;Letní šátek / šála;100.79;172.8;72.01;41.67;40
155689/291699;Letní šátek / šála;100.79;172.8;72.01;41.67;40
155690/279245;Letní šátek / šála;302.37;375.8;73.43;19.54;20
155690/279246;Letní šátek / šála;300.0;0.0;-300.0;0;0
155690/279247;Letní šátek / šála;300.0;0.0;-300.0;0;0
155690/279248;Letní šátek / šála;300.0;0.0;-300.0;0;0
155690/279249;Letní šátek / šála;300.0;0.0;-300.0;0;0
155690/279250;Letní šátek / šála;302.37;375.8;73.43;19.54;20
155690/279251;Letní šátek / šála;300.0;0.0;-300.0;0;0
155690/279252;Letní šátek / šála;300.0;0.0;-300.0;0;0
155690/279253;Letní šátek / šála;300.0;0.0;-300.0;0;0
155690/279254;Letní šátek / šála;300.0;0.0;-300.0;0;0
155690/279255;Letní šátek / šála;300.0;0.0;-300.0;0;0
155690/279256;Letní šátek / šála;300.0;0.0;-300.0;0;0
155690/291694;Letní šátek / šála;302.37;375.8;73.43;19.54;20
155690/291695;Letní šátek / šála;302.37;375.8;73.43;19.54;20
155690/291696;Letní šátek / šála;302.37;375.8;73.43;19.54;20
155690/291697;Letní šátek / šála;302.37;375.8;73.43;19.54;20
155690/291698;Letní šátek / šála;302.37;375.8;73.43;19.54;20
155690/291699;Letní šátek / šála;302.37;375.8;73.43;19.54;20
106613/215512;Vıplò - pohankové slupky 1 kg;88.21;117.6;29.39;24.99;25
106614/215512;Vıplò - pohankové slupky 1 kg;264.63;320.5;55.87;17.43;15
146664/278317;Kabelka velká 2v1 39x36 cm;543.41;724.6;181.19;25.01;25
155511/278317;Kabelka velká 2v1 39x36 cm;1630.23;1974.4;344.17;17.43;15
138499/253785;Koenı štítek srdce 12x70 mm;18.0;0.0;-18.0;0;0
138499/253786;Koenı štítek srdce 12x70 mm;16.34;30.7;14.36;46.78;45
138499/253787;Koenı štítek srdce 12x70 mm;16.34;0.0;-16.34;0;0
138499/253788;Koenı štítek srdce 12x70 mm;16.34;0.0;-16.34;0;0
138499/256343;Koenı štítek srdce 12x70 mm;16.34;30.7;14.36;46.78;45
138499/271955;Koenı štítek srdce 12x70 mm;16.34;30.7;14.36;46.78;45
138499/275163;Koenı štítek srdce 12x70 mm;16.34;30.7;14.36;46.78;45
138500/253785;Koenı štítek srdce 12x70 mm;163.4;0.0;-163.4;0;0
138500/253786;Koenı štítek srdce 12x70 mm;163.4;0.0;-163.4;0;0
138500/253787;Koenı štítek srdce 12x70 mm;163.4;0.0;-163.4;0;0
138500/253788;Koenı štítek srdce 12x70 mm;163.4;0.0;-163.4;0;0
138500/256343;Koenı štítek srdce 12x70 mm;163.4;199.7;36.3;18.18;20
138500/271955;Koenı štítek srdce 12x70 mm;163.4;199.7;36.3;18.18;20
138500/275163;Koenı štítek srdce 12x70 mm;163.4;199.7;36.3;18.18;20
138501/253785;Koenı štítek srdce 12x70 mm;653.6;0.0;-653.6;0;0
138501/253786;Koenı štítek srdce 12x70 mm;653.6;0.0;-653.6;0;0
138501/253787;Koenı štítek srdce 12x70 mm;653.6;0.0;-653.6;0;0
138501/253788;Koenı štítek srdce 12x70 mm;653.6;0.0;-653.6;0;0
138501/256343;Koenı štítek srdce 12x70 mm;653.6;718.7;65.1;9.06;10
138501/271955;Koenı štítek srdce 12x70 mm;640.0;0.0;-640.0;0;0
138501/275163;Koenı štítek srdce 12x70 mm;653.6;718.7;65.1;9.06;10
145826/263573;Jezdec ke spirálovım vodìodolnım zipùm No 7;24.2;40.9;16.7;40.83;40
145826/263574;Jezdec ke spirálovım vodìodolnım zipùm No 7;16.95;40.9;23.95;58.56;60
145827/263573;Jezdec ke spirálovım vodìodolnım zipùm No 7;200.0;0.0;-200.0;0;0
145827/263574;Jezdec ke spirálovım vodìodolnım zipùm No 7;169.5;266.2;96.7;36.33;35
145828/263573;Jezdec ke spirálovım vodìodolnım zipùm No 7;450.0;0.0;-450.0;0;0
145828/263574;Jezdec ke spirálovım vodìodolnım zipùm No 7;508.5;559.0;50.5;9.03;10
145978/263748;Jezdec ke spirálovım zipùm oboustrannı No 7;26.25;66.6;40.35;60.59;60
145978/263749;Jezdec ke spirálovım zipùm oboustrannı No 7;35.0;0.0;-35.0;0;0
145978/263750;Jezdec ke spirálovım zipùm oboustrannı No 7;26.25;66.6;40.35;60.59;60
145979/263749;Jezdec ke spirálovım zipùm oboustrannı No 7;150.0;0.0;-150.0;0;0
145992/263785;Popruh na tašku s karabinami šíøe 5 cm;110.11;189.0;78.89;41.74;40
145992/263786;Popruh na tašku s karabinami šíøe 5 cm;110.11;189.0;78.89;41.74;40
145992/263787;Popruh na tašku s karabinami šíøe 5 cm;110.11;189.0;78.89;41.74;40
145992/263789;Popruh na tašku s karabinami šíøe 5 cm;157.0;0.0;-157.0;0;0
145992/263790;Popruh na tašku s karabinami šíøe 5 cm;110.11;189.0;78.89;41.74;40
145992/263791;Popruh na tašku s karabinami šíøe 5 cm;110.11;189.0;78.89;41.74;40
145992/263792;Popruh na tašku s karabinami šíøe 5 cm;110.11;189.0;78.89;41.74;40
145992/263802;Popruh na tašku s karabinami šíøe 5 cm;110.11;189.0;78.89;41.74;40
145992/263803;Popruh na tašku s karabinami šíøe 5 cm;110.11;189.0;78.89;41.74;40
145992/263804;Popruh na tašku s karabinami šíøe 5 cm;110.11;189.0;78.89;41.74;40
145992/273686;Popruh na tašku s karabinami šíøe 5 cm;110.11;189.0;78.89;41.74;40
145992/274286;Popruh na tašku s karabinami šíøe 5 cm;110.11;189.0;78.89;41.74;40
145992/274287;Popruh na tašku s karabinami šíøe 5 cm;110.11;189.0;78.89;41.74;40
145993/263785;Popruh na tašku s karabinami šíøe 5 cm;550.55;661.5;110.95;16.77;15
145993/263786;Popruh na tašku s karabinami šíøe 5 cm;550.55;661.5;110.95;16.77;15
145993/263787;Popruh na tašku s karabinami šíøe 5 cm;550.55;661.5;110.95;16.77;15
145993/263789;Popruh na tašku s karabinami šíøe 5 cm;550.0;0.0;-550.0;0;0
145993/263790;Popruh na tašku s karabinami šíøe 5 cm;550.55;661.5;110.95;16.77;15
145993/263791;Popruh na tašku s karabinami šíøe 5 cm;550.55;661.5;110.95;16.77;15
145993/263792;Popruh na tašku s karabinami šíøe 5 cm;550.55;661.5;110.95;16.77;15
145993/263802;Popruh na tašku s karabinami šíøe 5 cm;550.55;661.5;110.95;16.77;15
145993/263803;Popruh na tašku s karabinami šíøe 5 cm;550.55;661.5;110.95;16.77;15
145993/263804;Popruh na tašku s karabinami šíøe 5 cm;550.55;661.5;110.95;16.77;15
145993/273686;Popruh na tašku s karabinami šíøe 5 cm;550.55;661.5;110.95;16.77;15
145993/274286;Popruh na tašku s karabinami šíøe 5 cm;550.55;661.5;110.95;16.77;15
145993/274287;Popruh na tašku s karabinami šíøe 5 cm;550.55;661.5;110.95;16.77;15
145997/263768;Aplikátor hotfix na naehlovací kamínky;337.95;579.4;241.45;41.67;40
145998/263768;Aplikátor hotfix na naehlovací kamínky;675.9;840.1;164.2;19.55;20
146070/263925;Nùky pro leváky délka 21 cm;89.73;189.6;99.87;52.67;55
146070/263926;Nùky pro leváky délka 21 cm;89.73;189.6;99.87;52.67;55
146071/263925;Nùky pro leváky délka 21 cm;269.19;370.2;101.01;27.29;25
146071/263926;Nùky pro leváky délka 21 cm;269.19;370.2;101.01;27.29;25
146072/263925;Nùky pro leváky délka 21 cm;1076.76;1184.5;107.74;9.1;10
146072/263926;Nùky pro leváky délka 21 cm;1076.76;1184.5;107.74;9.1;10
146110/263943;PP sáèek s lepicí klopou a závìsem 26,5x40 cm;152.0;366.6;214.6;58.54;60
146111/263943;PP sáèek s lepicí klopou a závìsem 26,5x40 cm;456.0;715.1;259.1;36.23;35
146112/263943;PP sáèek s lepicí klopou a závìsem 26,5x40 cm;1520.0;1669.8;149.8;8.97;10
146113/263943;PP sáèek s lepicí klopou a závìsem 26,5x40 cm;6080.0;6679.2;599.2;8.97;10
146213/264068;Sada stiskacích knoflíkù s kroukem O15 mm s razièem a prùbojníkem, na silné látky;247.32;424.0;176.68;41.67;40
146214/264068;Sada stiskacích knoflíkù s kroukem O15 mm s razièem a prùbojníkem, na silné látky;494.64;593.6;98.96;16.67;15
146460/264423;PP sáèek s lepicí klopou 7x10 cm;21.0;50.8;29.8;58.66;60
146461/264423;PP sáèek s lepicí klopou 7x10 cm;210.0;338.8;128.8;38.02;40
146462/264423;PP sáèek s lepicí klopou 7x10 cm;630.0;689.7;59.7;8.66;10
152569/264423;PP sáèek s lepicí klopou 7x10 cm;8400.0;9196.0;796.0;8.66;10
155840/264423;PP sáèek s lepicí klopou 7x10 cm;10080.0;11035.2;955.2;8.66;10
146502/264480;Magnetickı jehelníèek na ruku samonavíjecí - srdce, obdélník;168.19;193.6;25.41;13.12;15
146502/264481;Magnetickı jehelníèek na ruku samonavíjecí - srdce, obdélník;117.73;193.6;75.87;39.19;40
146502/264482;Magnetickı jehelníèek na ruku samonavíjecí - srdce, obdélník;117.73;193.6;75.87;39.19;40
146502/264483;Magnetickı jehelníèek na ruku samonavíjecí - srdce, obdélník;117.73;193.6;75.87;39.19;40
146502/264484;Magnetickı jehelníèek na ruku samonavíjecí - srdce, obdélník;168.0;0.0;-168.0;0;0
146502/264485;Magnetickı jehelníèek na ruku samonavíjecí - srdce, obdélník;117.73;193.6;75.87;39.19;40
146502/264486;Magnetickı jehelníèek na ruku samonavíjecí - srdce, obdélník;168.19;193.6;25.41;13.12;15
146502/264487;Magnetickı jehelníèek na ruku samonavíjecí - srdce, obdélník;168.0;0.0;-168.0;0;0
146502/264488;Magnetickı jehelníèek na ruku samonavíjecí - srdce, obdélník;117.73;193.6;75.87;39.19;40
146502/264489;Magnetickı jehelníèek na ruku samonavíjecí - srdce, obdélník;117.73;193.6;75.87;39.19;40
146504/264480;Magnetickı jehelníèek na ruku samonavíjecí - srdce, obdélník;470.92;542.1;71.18;13.13;15
146504/264481;Magnetickı jehelníèek na ruku samonavíjecí - srdce, obdélník;470.92;542.1;71.18;13.13;15
146504/264482;Magnetickı jehelníèek na ruku samonavíjecí - srdce, obdélník;470.92;542.1;71.18;13.13;15
146504/264483;Magnetickı jehelníèek na ruku samonavíjecí - srdce, obdélník;470.92;542.1;71.18;13.13;15
146504/264484;Magnetickı jehelníèek na ruku samonavíjecí - srdce, obdélník;468.0;0.0;-468.0;0;0
146504/264485;Magnetickı jehelníèek na ruku samonavíjecí - srdce, obdélník;470.92;542.1;71.18;13.13;15
146504/264486;Magnetickı jehelníèek na ruku samonavíjecí - srdce, obdélník;470.92;542.1;71.18;13.13;15
146504/264487;Magnetickı jehelníèek na ruku samonavíjecí - srdce, obdélník;468.0;0.0;-468.0;0;0
146504/264488;Magnetickı jehelníèek na ruku samonavíjecí - srdce, obdélník;470.92;542.1;71.18;13.13;15
146504/264489;Magnetickı jehelníèek na ruku samonavíjecí - srdce, obdélník;470.92;542.1;71.18;13.13;15
146547/264514;Kopírovací papír A4 èernı - jemnı;58.08;87.1;29.02;33.32;35
146548/264514;Kopírovací papír A4 èernı - jemnı;290.4;355.7;65.3;18.36;20
146642/264635;Prùvlek / vsuvka šíøe 25 mm;13.6;32.7;19.1;58.41;60
146642/268311;Prùvlek / vsuvka šíøe 25 mm;13.6;32.7;19.1;58.41;60
146643/264635;Prùvlek / vsuvka šíøe 25 mm;68.0;106.5;38.5;36.15;35
146643/268311;Prùvlek / vsuvka šíøe 25 mm;68.0;106.5;38.5;36.15;35
146644/264635;Prùvlek / vsuvka šíøe 25 mm;204.0;225.1;21.1;9.37;10
146644/268311;Prùvlek / vsuvka šíøe 25 mm;204.0;225.1;21.1;9.37;10
146880/265056;Silikonovı medvídek 3D k nalepení mix barev;24.2;26.6;2.4;9.02;10
146881/265056;Silikonovı medvídek 3D k nalepení mix barev;242.0;266.2;24.2;9.09;10
146878/265055;Silikonovı motıl 3D k nalepení mix barev;17.4;24.0;6.6;27.5;30
146879/265055;Silikonovı motıl 3D k nalepení mix barev;78.0;85.9;7.9;9.2;10
146895/265066;Silikonové vánoèní ozdoby 3D k nalepení mix;14.4;31.1;16.7;53.7;55
146896/265066;Silikonové vánoèní ozdoby 3D k nalepení mix;144.0;217.8;73.8;33.88;35
147188/265332;Tavná pistole na lepidlo O7 mm s regulací teploty 25W / 45W;164.32;281.7;117.38;41.67;40
147189/265332;Tavná pistole na lepidlo O7 mm s regulací teploty 25W / 45W;657.28;816.9;159.62;19.54;20
147149/265310;Aranovací lıko 500 g;260.39;390.8;130.41;33.37;35
147150/265310;Aranovací lıko 500 g;781.17;938.0;156.83;16.72;15
147237/265385;Splintovací kleštì sada s náhradními jehlami;126.2;304.7;178.5;58.58;60
147238/265385;Splintovací kleštì sada s náhradními jehlami;252.4;396.6;144.2;36.36;35
147239/265385;Splintovací kleštì sada s náhradními jehlami;504.8;555.3;50.5;9.09;10
147240/265916;Splintovací kleštì;83.09;200.6;117.51;58.58;60
147241/265916;Splintovací kleštì;166.18;261.1;94.92;36.35;35
147242/265916;Splintovací kleštì;415.45;457.0;41.55;9.09;10
147398/265577;Bambulky mix barev O20 mm;15.84;38.2;22.36;58.53;60
147398/265578;Bambulky mix barev O20 mm;15.84;38.2;22.36;58.53;60
147398/265579;Bambulky mix barev O20 mm;15.84;38.2;22.36;58.53;60
147398/265971;Bambulky mix barev O20 mm;15.84;38.2;22.36;58.53;60
147398/265972;Bambulky mix barev O20 mm;15.84;38.2;22.36;58.53;60
147398/265973;Bambulky mix barev O20 mm;15.84;38.2;22.36;58.53;60
147398/265974;Bambulky mix barev O20 mm;15.84;38.2;22.36;58.53;60
147398/266392;Bambulky mix barev O20 mm;0.0;0.0;0.0;0;0
147398/266393;Bambulky mix barev O20 mm;15.84;38.2;22.36;58.53;60
147399/265577;Bambulky mix barev O20 mm;95.04;149.3;54.26;36.34;35
147399/265578;Bambulky mix barev O20 mm;95.04;149.3;54.26;36.34;35
147399/265579;Bambulky mix barev O20 mm;95.04;149.3;54.26;36.34;35
147399/265971;Bambulky mix barev O20 mm;95.04;149.3;54.26;36.34;35
147399/265972;Bambulky mix barev O20 mm;95.04;149.3;54.26;36.34;35
147399/265973;Bambulky mix barev O20 mm;95.04;149.3;54.26;36.34;35
147399/265974;Bambulky mix barev O20 mm;95.04;149.3;54.26;36.34;35
147399/266392;Bambulky mix barev O20 mm;0.0;0.0;0.0;0;0
147399/266393;Bambulky mix barev O20 mm;95.04;149.3;54.26;36.34;35
147400/265577;Bambulky mix barev O20 mm;0.0;0.0;0.0;0;0
147400/265578;Bambulky mix barev O20 mm;0.0;0.0;0.0;0;0
147400/265579;Bambulky mix barev O20 mm;0.0;0.0;0.0;0;0
147400/265971;Bambulky mix barev O20 mm;0.0;0.0;0.0;0;0
147400/265972;Bambulky mix barev O20 mm;0.0;0.0;0.0;0;0
147400/265974;Bambulky mix barev O20 mm;0.0;0.0;0.0;0;0
147400/266392;Bambulky mix barev O20 mm;0.0;0.0;0.0;0;0
147400/266393;Bambulky mix barev O20 mm;0.0;0.0;0.0;0;0
152247/265577;Bambulky mix barev O20 mm;158.4;174.2;15.8;9.07;10
152247/265578;Bambulky mix barev O20 mm;158.4;174.2;15.8;9.07;10
152247/265579;Bambulky mix barev O20 mm;158.4;174.2;15.8;9.07;10
152247/265971;Bambulky mix barev O20 mm;158.4;174.2;15.8;9.07;10
152247/265972;Bambulky mix barev O20 mm;158.4;174.2;15.8;9.07;10
152247/265973;Bambulky mix barev O20 mm;158.4;174.2;15.8;9.07;10
152247/265974;Bambulky mix barev O20 mm;158.4;174.2;15.8;9.07;10
152247/266392;Bambulky mix barev O20 mm;0.0;0.0;0.0;0;0
152247/266393;Bambulky mix barev O20 mm;158.4;174.2;15.8;9.07;10
147404/265574;Kšilt - polotovar, šíøe 75 mm;19.85;41.9;22.05;52.63;55
147404/266069;Kšilt - polotovar, šíøe 75 mm;19.85;41.9;22.05;52.63;55
147405/265574;Kšilt - polotovar, šíøe 75 mm;39.7;54.6;14.9;27.29;25
147405/266069;Kšilt - polotovar, šíøe 75 mm;39.7;54.6;14.9;27.29;25
147406/265574;Kšilt - polotovar, šíøe 75 mm;198.5;218.4;19.9;9.11;10
147406/266069;Kšilt - polotovar, šíøe 75 mm;198.5;218.4;19.9;9.11;10
147529/265874;Kovovı krouek na ubrousek vánoèní jelen;22.87;55.2;32.33;58.57;60
147529/265875;Kovovı krouek na ubrousek vánoèní jelen;22.87;55.2;32.33;58.57;60
147529/265876;Kovovı krouek na ubrousek vánoèní jelen;22.87;55.2;32.33;58.57;60
147529/265877;Kovovı krouek na ubrousek vánoèní jelen;22.87;55.2;32.33;58.57;60
151130/265874;Kovovı krouek na ubrousek vánoèní jelen;326.7;359.4;32.7;9.1;10
151130/265875;Kovovı krouek na ubrousek vánoèní jelen;326.7;359.4;32.7;9.1;10
151130/265876;Kovovı krouek na ubrousek vánoèní jelen;228.7;251.6;22.9;9.1;10
151130/265877;Kovovı krouek na ubrousek vánoèní jelen;326.7;359.4;32.7;9.1;10
151857/265874;Kovovı krouek na ubrousek vánoèní jelen;457.4;503.1;45.7;9.08;10
151857/265875;Kovovı krouek na ubrousek vánoèní jelen;457.4;503.1;45.7;9.08;10
151857/265876;Kovovı krouek na ubrousek vánoèní jelen;457.4;503.1;45.7;9.08;10
151857/265877;Kovovı krouek na ubrousek vánoèní jelen;457.4;503.1;45.7;9.08;10
163626/265876;Kovovı krouek na ubrousek vánoèní jelen;91.48;143.8;52.32;36.38;35
147523/265701;Kovovı krouek na ubrousek list;24.56;59.3;34.74;58.58;60
147523/265702;Kovovı krouek na ubrousek list;35.09;59.3;24.21;40.83;40
147524/265701;Kovovı krouek na ubrousek list;245.6;270.2;24.6;9.1;10
147524/265702;Kovovı krouek na ubrousek list;350.9;386.0;35.1;9.09;10
147525/265701;Kovovı krouek na ubrousek list;491.2;540.4;49.2;9.1;10
147525/265702;Kovovı krouek na ubrousek list;491.2;540.4;49.2;9.1;10
159302/265701;Kovovı krouek na ubrousek list;294.72;324.2;29.48;9.09;10
159303/265701;Kovovı krouek na ubrousek list;589.44;648.5;59.06;9.11;10
163625/265701;Kovovı krouek na ubrousek list;98.24;154.4;56.16;36.37;35
147513/266517;Opasková spona, prùvlek 40 mm;8.0;0.0;-8.0;0;0
147513/266518;Opasková spona, prùvlek 40 mm;4.0;0.0;-4.0;0;0
147514/266517;Opasková spona, prùvlek 40 mm;40.8;50.0;9.2;18.4;20
147514/266518;Opasková spona, prùvlek 40 mm;36.8;44.9;8.1;18.04;20
147515/266517;Opasková spona, prùvlek 40 mm;245.0;269.8;24.8;9.19;10
147515/266518;Opasková spona, prùvlek 40 mm;245.0;269.8;24.8;9.19;10
147495/265595;Plavkové zapínání šíøe 30 mm plastové;5.94;10.0;4.06;40.6;40
147496/265595;Plavkové zapínání šíøe 30 mm plastové;59.4;65.3;5.9;9.04;10
153753/265595;Plavkové zapínání šíøe 30 mm plastové;412.8;453.8;41.0;9.03;10
147498/265599;Plastové ramínko prùvlek 20 cm;96.4;117.9;21.5;18.24;20
147499/265599;Plastové ramínko prùvlek 20 cm;71.0;78.7;7.7;9.78;10
147656/265886;Plastové oèi s øasami k nalepení 11x15 mm;25.44;28.0;2.56;9.14;10
147657/265886;Plastové oèi s øasami k nalepení 11x15 mm;127.2;139.8;12.6;9.01;10
147658/265886;Plastové oèi s øasami k nalepení 11x15 mm;508.8;559.0;50.2;8.98;10
147663/265855;Èumák k zapíchnutí 4x5 mm;9.0;21.4;12.4;57.94;60
147664/265855;Èumák k zapíchnutí 4x5 mm;36.0;56.6;20.6;36.4;35
147665/265855;Èumák k zapíchnutí 4x5 mm;283.2;313.6;30.4;9.69;10
147659/265909;Plastové oèi k nalepení O12 mm;1.98;3.3;1.32;40.0;40
147659/265910;Plastové oèi k nalepení O12 mm;1.98;2.2;0.22;10.0;10
147659/265911;Plastové oèi k nalepení O12 mm;1.98;2.2;0.22;10.0;10
147660/265909;Plastové oèi k nalepení O12 mm;9.9;10.9;1.0;9.17;10
147660/265910;Plastové oèi k nalepení O12 mm;99.9;110.0;10.1;9.18;10
147660/265911;Plastové oèi k nalepení O12 mm;99.9;110.0;10.1;9.18;10
147661/265909;Plastové oèi k nalepení O12 mm;39.6;43.6;4.0;9.17;10
147661/265910;Plastové oèi k nalepení O12 mm;39.6;43.6;4.0;9.17;10
147661/265911;Plastové oèi k nalepení O12 mm;39.6;43.6;4.0;9.17;10
147719/266070;Kšilt - polotovar, šíøe 55 mm dìtskı;6.05;10.2;4.15;40.69;40
147719/266071;Kšilt - polotovar, šíøe 55 mm dìtskı;2.4;4.1;1.7;41.46;40
147720/266070;Kšilt - polotovar, šíøe 55 mm dìtskı;12.1;13.3;1.2;9.02;10
147720/266071;Kšilt - polotovar, šíøe 55 mm dìtskı;4.8;5.3;0.5;9.43;10
147721/266070;Kšilt - polotovar, šíøe 55 mm dìtskı;130.5;144.0;13.5;9.38;10
147721/266071;Kšilt - polotovar, šíøe 55 mm dìtskı;130.5;144.0;13.5;9.38;10
147857/266368;Ochranná fólie šíøe 130 mm plastová;2722.5;3327.5;605.0;18.18;20
147901/266416;Strojek / polotovar do postavièek a zvíøátek pochodující;22.99;25.3;2.31;9.13;10
147903/266416;Strojek / polotovar do postavièek a zvíøátek pochodující;579.24;637.3;58.06;9.11;10
147970/266416;Strojek / polotovar do postavièek a zvíøátek pochodující;41.4;45.5;4.1;9.01;10
147886/266401;Sada oèí a èumákù s pojistkou 420 sad;265.11;416.6;151.49;36.36;35
